,start station id,start station name,start station latitude,start station longitude,start neighborhood,start median income,start borough
628,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,6,58869.0,0
635,3379,E 103 St & Lexington Ave,40.79030510000001,-73.94755757,27,35760.0,1
637,3377,Carroll St & Bond St,40.6786115,-73.99037292,1,79054.0,0
638,3387,E 106 St & Madison Ave,40.79343370000001,-73.94945003,27,35760.0,1
656,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,14,92921.0,1
666,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19,123243.0,1
671,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,6,58869.0,0
675,326,E 11 St & 1 Ave,40.72953837,-73.98426726,25,69293.0,1
677,174,E 25 St & 1 Ave,40.7381765,-73.97738662,13,97707.0,1
682,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,6,58869.0,0
683,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6,58869.0,0
697,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,31,76775.0,0
698,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20,100734.0,1
699,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,10,92971.0,1
701,448,W 37 St & 10 Ave,40.75660359,-73.9979009,20,100734.0,1
704,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,34,113844.0,1
705,147,Greenwich St & Warren St,40.71542197,-74.01121978,7,110790.0,1
708,3290,E 89 St & York Ave,40.7779453,-73.94604100000002,14,92921.0,1
713,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,33,113829.0,1
716,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,32,97507.0,1
718,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,14,92921.0,1
724,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,30,31935.0,1
725,515,W 43 St & 10 Ave,40.76009437,-73.99461843,4,69821.0,1
728,2012,E 27 St & 1 Ave,40.739445,-73.97680600000002,13,97707.0,1
738,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,35,147762.0,1
739,3328,W 100 St & Manhattan Ave,40.795,-73.9645,10,92971.0,1
755,455,1 Ave & E 44 St,40.75001986,-73.96905301,2,109966.0,1
763,350,Clinton St & Grand St,40.71559509,-73.9870295,30,31935.0,1
773,3140,1 Ave & E 78 St,40.77140426,-73.9535166,32,97507.0,1
783,450,W 49 St & 8 Ave,40.76227205,-73.98788205,4,69821.0,1
785,449,W 52 St & 9 Ave,40.76461837,-73.98789473,4,69821.0,1
803,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,7,110790.0,1
813,3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189607,20,100734.0,1
818,3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,11,36282.0,0
822,229,Great Jones St,40.72743423,-73.99379025,15,110912.0,1
823,3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,23,47004.0,0
831,267,Broadway & W 36 St,40.75097711,-73.98765428,34,113844.0,1
869,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,10,92971.0,1
871,3355,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,35,147762.0,1
878,295,Pike St & E Broadway,40.71406667,-73.99293911,12,34549.0,1
889,3304,6 Ave & 9 St,40.668127,-73.98377641,36,99003.0,0
910,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,29,56772.0,0
913,3294,E 91 St & Park Ave,40.7835016,-73.955327,35,147762.0,1
922,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,35,147762.0,1
928,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,21,62096.0,0
936,3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,2,109966.0,1
951,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,11,36282.0,0
953,3390,E 109 St & 3 Ave,40.79329668,-73.9432083,27,35760.0,1
964,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,10,92971.0,1
965,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,35,147762.0,1
991,3047,Halsey St & Tompkins Ave,40.68236870000001,-73.944118,11,36282.0,0
996,276,Duane St & Greenwich St,40.71748752,-74.0104554,7,110790.0,1
1001,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,Morningside Heights,52052.0,1
1003,3402,Court St & State St,40.6902375,-73.99203074,37,105126.0,0
1006,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,35,147762.0,1
1012,3315,Henry St & Degraw St,40.684751399999996,-73.99917254,1,79054.0,0
1031,248,Laight St & Hudson St,40.72185379,-74.00771779,7,110790.0,1
1041,517,Pershing Square South,40.751581,-73.97791,13,97707.0,1
1042,3375,3 Ave & E 72 St,40.7699426,-73.96060712,35,147762.0,1
1045,164,E 47 St & 2 Ave,40.75323098,-73.97032517,2,109966.0,1
1048,3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,36,99003.0,0
1054,3159,W 67 St & Broadway,40.77492513,-73.98266566,33,113829.0,1
1057,3158,W 63 St & Broadway,40.77163851,-73.98261428,33,113829.0,1
1059,480,W 53 St & 10 Ave,40.76669671,-73.99061728,4,69821.0,1
1071,278,Concord St & Bridge St,40.69766564,-73.98476437,31,76775.0,0
1075,501,FDR Drive & E 35 St,40.744219,-73.97121214,2,109966.0,1
1100,524,W 43 St & 6 Ave,40.75527307,-73.98316936,34,113844.0,1
1125,3109,Banker St & Meserole Ave,40.72606,-73.95621,18,65004.0,0
1126,3341,Central Park West & W 102 St,40.795346,-73.96186,9,0.0,1
1130,341,Stanton St & Mangin St,40.71782143,-73.97628939,30,31935.0,1
1143,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,21,62096.0,0
1146,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,6,58869.0,0
1152,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,36,99003.0,0
1155,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,10,92971.0,1
1182,3134,3 Ave & E 62 St,40.76312584,-73.96526895,32,97507.0,1
1186,3238,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,14,92921.0,1
1191,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,23,47004.0,0
1220,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,6,58869.0,0
1226,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2,109966.0,1
1242,3317,10 St & 5 Ave,40.6686273,-73.98700053,36,99003.0,0
1252,530,11 Ave & W 59 St,40.771522,-73.99054100000002,33,113829.0,1
1269,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,11,36282.0,0
1271,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,20,100734.0,1
1286,238,Bank St & Washington St,40.7361967,-74.00859207,15,110912.0,1
1310,3124,46 Ave & 5 St,40.74731,-73.95451,0,58595.0,2
1311,3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,10,92971.0,1
1318,3438,E 76 St & 3 Ave,40.772248537721744,-73.95842134952545,32,97507.0,1
1322,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,2,109966.0,1
1325,3120,Center Blvd & Borden Ave,40.741609999999994,-73.96044,0,58595.0,2
1337,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,27,35760.0,1
1342,3073,Division Ave & Hooper St,40.70691254,-73.95441667,17,19153.0,0
1345,388,W 26 St & 10 Ave,40.749717753,-74.002950346,20,100734.0,1
1365,3156,E 72 St & York Ave,40.76663814,-73.95348296,32,97507.0,1
1366,265,Stanton St & Chrystie St,40.72229346,-73.99147535,12,34549.0,1
1377,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,36,99003.0,0
1391,3108,Nassau Ave & Russell St,40.72557000000001,-73.94434,18,65004.0,0
1394,3378,E 76 St & Park Ave,40.773763,-73.96222088,35,147762.0,1
1406,387,Centre St & Chambers St,40.71273266,-74.0046073,7,110790.0,1
1435,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917937,29,56772.0,0
1439,365,Fulton St & Grand Ave,40.68223166,-73.9614583,21,62096.0,0
1446,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,3,0.0,0
1453,3091,Frost St & Meeker St,40.71764,-73.94882,29,56772.0,0
1454,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,36,99003.0,0
1467,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19,123243.0,1
1470,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999998,29,56772.0,0
1485,520,W 52 St & 5 Ave,40.75992262,-73.97648516,34,113844.0,1
1504,2009,Catherine St & Monroe St,40.71117444,-73.99682619,12,34549.0,1
1507,400,Pitt St & Stanton St,40.71926081,-73.98178024,30,31935.0,1
1511,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,13,97707.0,1
1513,355,Bayard St & Baxter St,40.71602118,-73.99974372,12,34549.0,1
1536,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,11,36282.0,0
1542,282,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,29,56772.0,0
1553,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,2,109966.0,1
1570,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,24,27876.0,2
1589,3313,6 Ave & 12 St,40.66631810000001,-73.9854617,36,99003.0,0
1590,362,Broadway & W 37 St,40.75172632,-73.98753523,34,113844.0,1
1599,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,29,56772.0,0
1639,3122,48 Ave & 5 St,40.74436328706688,-73.95587325096129,0,58595.0,2
1653,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,15,110912.0,1
1667,3137,5 Ave & E 73 St,40.77282817,-73.96685276,9,0.0,1
1669,3117,Franklin St & Dupont St,40.735640000000004,-73.95866,18,65004.0,0
1711,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,12,34549.0,1
1712,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,31,76775.0,0
1713,3354,3 St & Prospect Park West,40.668132,-73.97363831,3,0.0,0
1724,3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263,36,99003.0,0
1737,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,35,147762.0,1
1739,3412,Pacific St & Nevins St,40.6853761,-73.98302136,31,76775.0,0
1791,3312,1 Ave & E 94 St,40.78172120000001,-73.94594000000002,14,92921.0,1
1799,3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256,37,105126.0,0
1811,3407,Union St & Nevins St,40.67909799721684,-73.98765474557877,36,99003.0,0
1826,3329,Degraw St & Smith St,40.6829151,-73.99318208,1,79054.0,0
1834,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,9,0.0,1
1842,3044,Albany Ave & Fulton St,40.6800105,-73.938475,16,36250.0,0
1865,3389,Carroll St & Columbia St,40.6830456,-74.00348559,1,79054.0,0
1888,3342,Pioneer St & Richards St,40.677774799999995,-74.0094613,1,79054.0,0
1897,3316,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,10,92971.0,1
1921,3411,Bond St & Bergen St,40.6849668,-73.98620772,31,76775.0,0
1927,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,1,79054.0,0
1951,3082,Hope St & Union Ave,40.71167351,-73.95141312,29,56772.0,0
1976,516,E 47 St & 1 Ave,40.75206862,-73.96784384,2,109966.0,1
1983,3382,Carroll St & Smith St,40.680611,-73.99475825,1,79054.0,0
1984,339,Avenue D & E 12 St,40.72580614,-73.97422494,30,31935.0,1
1987,239,Willoughby St & Fleet St,40.69196566,-73.9813018,6,58869.0,0
1989,3367,5 Ave & E 103 St,40.792255299999994,-73.95249933,27,35760.0,1
1998,386,Centre St & Worth St,40.71494807,-74.00234482,7,110790.0,1
2000,3408,Congress St & Clinton St,40.6881529,-73.99520919,1,79054.0,0
2008,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,37,105126.0,0
2058,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,21,62096.0,0
2063,316,Fulton St & William St,40.70955958,-74.00653609,19,123243.0,1
2071,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,Prospect Heights,85310.0,0
2096,3332,Degraw St & Hoyt St,40.68199044270703,-73.99079024791719,1,79054.0,0
2097,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,14,92921.0,1
2099,225,W 14 St & The High Line,40.74195138,-74.00803013,15,110912.0,1
2113,262,Washington Park,40.6917823,-73.97372990000002,6,58869.0,0
2122,3305,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,14,92921.0,1
2142,360,William St & Pine St,40.70717936,-74.00887308,19,123243.0,1
2145,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,11,36282.0,0
2147,3052,Lewis Ave & Madison St,40.686312,-73.935775,16,36250.0,0
2163,418,Front St & Gold St,40.70224,-73.982578,31,76775.0,0
2175,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,21,62096.0,0
2194,3307,West End Ave & W 94 St,40.7941654,-73.974124,10,92971.0,1
2206,143,Clinton St & Joralemon St,40.69239502,-73.99337909,37,105126.0,0
2210,3282,5 Ave & E 88 St,40.78307,-73.95939,9,0.0,1
2227,389,Broadway & Berry St,40.71044554,-73.96525063,29,56772.0,0
2246,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,27,35760.0,1
2278,3303,Butler St & Court St,40.6849894,-73.99440329,31,76775.0,0
2314,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,29,56772.0,0
2365,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,21,62096.0,0
2369,3241,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,11,36282.0,0
2388,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,27,35760.0,1
2396,3353,Reed St & Van Brunt St,40.6747844,-74.01612847,1,79054.0,0
2400,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,21,62096.0,0
2417,3338,2 Ave & E 99 St,40.786258600000004,-73.94552579,27,35760.0,1
2421,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,31,76775.0,0
2457,3424,E 106 St & Lexington Ave,40.791976,-73.945993,27,35760.0,1
2459,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,11,36282.0,0
2484,3320,Central Park West & W 100 St,40.793393,-73.96355559999998,10,92971.0,1
2494,308,St James Pl & Oliver St,40.71307916,-73.99851193,12,34549.0,1
2503,3319,14 St & 5 Ave,40.666287,-73.98895053,36,99003.0,0
2570,3363,E 102 St & Park Ave,40.7904828,-73.95033068,27,35760.0,1
2583,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,13,97707.0,1
2615,3115,India St & Manhattan Ave,40.73232194,-73.9550858,18,65004.0,0
2631,311,Norfolk St & Broome St,40.7172274,-73.98802084,12,34549.0,1
2664,3386,1 Pl & Clinton St,40.6809591,-73.99905709,1,79054.0,0
2667,3324,3 Ave & 14 St,40.6685455,-73.99333264,36,99003.0,0
2684,2000,Front St & Washington St,40.70255088,-73.98940236,31,76775.0,0
2697,483,E 12 St & 3 Ave,40.73223272,-73.98889957,25,69293.0,1
2712,3143,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,9,0.0,1
2726,3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,3,0.0,0
2750,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,6,58869.0,0
2767,3422,Columbia St & Degraw St,40.6859296,-74.00242364,1,79054.0,0
2792,3397,Court St & Nelson St,40.6763947,-73.99869893,1,79054.0,0
2793,309,Murray St & West St,40.7149787,-74.013012,7,110790.0,1
2809,440,E 45 St & 3 Ave,40.75255434,-73.97282625,2,109966.0,1
2831,2022,E 60 St & York Ave,40.759107,-73.959223,32,97507.0,1
2849,3293,W 92 St & Broadway,40.7921,-73.9739,10,92971.0,1
2908,3348,Coffey St & Conover St,40.677236,-74.015665,1,79054.0,0
2973,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,1,79054.0,0
2975,3381,3 St & Hoyt St,40.6777287,-73.99364123,1,79054.0,0
2992,3384,Smith St & 3 St,40.67872420000001,-73.99599099,1,79054.0,0
3019,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,31,76775.0,0
3042,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,9,0.0,1
3075,243,Fulton St & Rockwell Pl,40.688226,-73.979382,6,58869.0,0
3080,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,21,62096.0,0
3087,401,Allen St & Rivington St,40.72019576,-73.98997825,12,34549.0,1
3103,3237,21 St & 41 Ave,40.75383343437622,-73.94267678260802,24,27876.0,2
3113,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,21,62096.0,0
3130,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,16,36250.0,0
3138,3410,Dean St & Hoyt St,40.686444200000004,-73.98759104,31,76775.0,0
3139,3327,3 Ave & E 100 St,40.787721399999995,-73.94728331,27,35760.0,1
3172,3292,5 Ave & E 93 St,40.78578510000001,-73.957481,9,0.0,1
3181,430,York St & Jay St,40.7014851,-73.98656928,31,76775.0,0
3194,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000003,29,56772.0,0
3244,532,S 5 Pl & S 4 St,40.710451,-73.960876,29,56772.0,0
3257,3297,6 St & 7 Ave,40.66866270000001,-73.97988067,36,99003.0,0
3263,3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,16,36250.0,0
3273,3088,Union Ave & Jackson St,40.7160751,-73.95202900000002,29,56772.0,0
3286,3067,Broadway & Whipple St,40.7016657,-73.9437303,11,36282.0,0
3340,3298,Warren St & Court St,40.686371,-73.99383324,31,76775.0,0
3357,331,Pike St & Monroe St,40.71173107,-73.99193043,30,31935.0,1
3450,3311,Columbia St & Kane St,40.68763155,-74.0016256,1,79054.0,0
3464,3072,Leonard St & Boerum St,40.70583339,-73.94644578,23,47004.0,0
3520,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,6,58869.0,0
3595,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574390001,10,92971.0,1
3668,3306,10 St & 7 Ave,40.666207799999995,-73.98199886,36,99003.0,0
3675,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,16,36250.0,0
3715,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,30,31935.0,1
3757,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,35,147762.0,1
3830,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,31,76775.0,0
3862,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,36,99003.0,0
4034,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,29,56772.0,0
4133,249,Harrison St & Hudson St,40.71870987,-74.0090009,7,110790.0,1
4177,257,Lispenard St & Broadway,40.71939226,-74.00247214,7,110790.0,1
4435,3249,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,11,36282.0,0
4583,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,29,56772.0,0
4604,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999998,1,79054.0,0
4716,3403,4 Ave & 9 St,40.6705135,-73.98876585,36,99003.0,0
4801,3111,Norman Ave & Leonard St,40.725848299999996,-73.95064893,18,65004.0,0
4813,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,22,35777.0,0
4845,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,35,147762.0,1
4978,82,St James Pl & Pearl St,40.71117416,-74.00016545,12,34549.0,1
5003,3042,Fulton St & Utica Ave,40.6794268,-73.92989109999998,22,35777.0,0
5086,3116,Huron St & Franklin St,40.732659999999996,-73.95826,18,65004.0,0
5129,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,16,36250.0,0
5252,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,1,79054.0,0
5318,3085,Roebling St & N 4 St,40.714690000000004,-73.95739,29,56772.0,0
5356,3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,11,36282.0,0
5438,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,23,47004.0,0
5490,3080,S 4 St & Rodney St,40.70934000000001,-73.95608,29,56772.0,0
5535,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,16,36250.0,0
5544,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,37,105126.0,0
5568,3094,Graham Ave & Withers St,40.7169811,-73.94485918,23,47004.0,0
5665,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,0,58595.0,2
5827,2001,Sands St & Navy St,40.699773,-73.979927,3,0.0,0
5913,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,11,36282.0,0
6015,310,State St & Smith St,40.68926942,-73.98912867,31,76775.0,0
6183,3099,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,29,56772.0,0
6389,119,Park Ave & St Edwards St,40.69608941,-73.97803415,6,58869.0,0
6543,3392,Commerce St & Van Brunt St,40.68121170000001,-74.00860912,1,79054.0,0
6792,3395,Henry St & W 9 St,40.6763744,-74.00324957,1,79054.0,0
6951,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,36,99003.0,0
7067,3079,Leonard St & Grand St,40.71103537,-73.94714303,23,47004.0,0
7147,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,23,47004.0,0
7444,534,Water - Whitehall Plaza,40.70255065,-74.0127234,19,123243.0,1
7636,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,11,36282.0,0
8145,392,Jay St & Tech Pl,40.695065,-73.987167,31,76775.0,0
8266,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,6,58869.0,0
8297,3071,Boerum St & Broadway,40.70538077,-73.94976519,23,47004.0,0
8721,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,11,36282.0,0
9832,3081,Graham Ave & Grand St,40.711863,-73.944024,23,47004.0,0
10358,3114,India St & East River,40.73165141,-73.96161892,18,65004.0,0
10503,3394,Columbia St & W 9 St,40.6769993,-74.00647134,1,79054.0,0
10572,3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,31,76775.0,0
10645,3128,21 St & 43 Ave,40.75052534,-73.94594845,0,58595.0,2
11082,3421,Hoyt St & Warren St,40.6843549,-73.98901629,31,76775.0,0
11690,3245,Kiosk in a box Motivate,40.646677898897856,-74.01630342006682,26,42829.0,0
11730,3393,Richards St & Delavan St,40.67943270000001,-74.00785041,1,79054.0,0
11772,3069,Lorimer St & Broadway,40.70411791,-73.94818595,17,19153.0,0
12155,3333,Columbia St & Lorraine St,40.6747055,-74.00755720000002,1,79054.0,0
12414,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,31,76775.0,0
12742,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,11,36282.0,0
13025,260,Broad St & Bridge St,40.70365182,-74.01167797,19,123243.0,1
13051,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,37,105126.0,0
13249,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,11,36282.0,0
13680,3330,Henry St & Bay St,40.672505799999996,-74.00494695,1,79054.0,0
14482,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,28,36561.0,0
15762,3221,47 Ave & 31 St,40.743,-73.93561,0,58595.0,2
17431,3123,31 St & Thomson Ave,40.74469738,-73.93540375,0,58595.0,2
18867,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,3,0.0,0
19067,3017,NYCBS Depot - FAR,40.751483,-73.996764,20,100734.0,1
19319,255,NYCBS Depot - SSP,40.646768,-74.01651,26,42829.0,0
20493,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,17,19153.0,0
60756,3160,Central Park West & W 76 St,40.77896784,-73.97374737,9,0.0,1
184997,3219,NYCBS Depot - STY,40.729193,-73.97665500000002,8,96624.0,1
185362,3250,NYCBS Depot - PIT,40.716909780459645,-73.98383796215056,30,31935.0,1
277787,3405,5 St & 6 Ave,40.670483600000004,-73.98208968,36,99003.0,0
292696,3365,3 St & 7 Ave,40.67038370000001,-73.97839676,36,99003.0,0
542178,3371,4 Ave & 2 St,40.674613422475815,-73.98501142859459,36,99003.0,0
618798,3239,Bressler,40.646538367096475,-74.0165877342224,26,42829.0,0
648475,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,5,97600.0,1
